Title,Year,Make,Model,URL,Transmission,Mileage,Price
Everyday Offer -- 2014 Perodua Myvi 1.5 Extreme -- Tahun Betul Spec Betul -- Tiada Tipu Tiada Pusing --,2014,Perodua,Myvi,https://www.carlist.my/used-cars/everyday-offer-2014-perodua-myvi-1-5-extreme-tahun-betul-spec-betul-tiada-tipu-tiada-pusing/3910386,Automatic,52500,"RM 34,800"
2011 Perodua Myvi 1.5 SE Hatchback (A),2011,Perodua,Myvi,https://www.carlist.my/used-cars/2011-perodua-myvi-1-5-se-hatchback-a/4013999,Automatic,53455,"RM 26,800"
2014 Perodua Myvi 1.3 SE Hatchback (A),2014,Perodua,Myvi,https://www.carlist.my/used-cars/2014-perodua-myvi-1-3-se-hatchback-a/4013803,Automatic,30000,"RM 36,000"
2011 Perodua Myvi 1.3 SE Hatchback,2011,Perodua,Myvi,https://www.carlist.my/used-cars/2011-perodua-myvi-1-3-se-hatchback/3985806,Manual,62000,"RM 26,800"
2006 Perodua Myvi 1.3 EZ Hatchback (A) USED CAR,2006,Perodua,Myvi,https://www.carlist.my/used-cars/2006-perodua-myvi-1-3-ez-hatchback-a-used-car/4013629,Automatic,112500,"RM 17,000"
2010 Perodua Myvi 1.3 Hatchback (A) USED CAR,2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-hatchback-a-used-car/4013614,Automatic,72500,"RM 25,000"
2014 Perodua Myvi 1.3 SE Hatchback,2014,Perodua,Myvi,https://www.carlist.my/used-cars/2014-perodua-myvi-1-3-se-hatchback/3986674,Automatic,36000,"RM 45,800"
2012 Perodua Myvi 1.3 EZ Hatchback (A) USED CAR,2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-3-ez-hatchback-a-used-car/4013561,Automatic,52500,"RM 30,000"
2006 Perodua Myvi 1.3 EZi Hatchback (A) USED CAR,2006,Perodua,Myvi,https://www.carlist.my/used-cars/2006-perodua-myvi-1-3-ezi-hatchback-a-used-car/4013552,Automatic,112500,"RM 17,000"
2009 Perodua Myvi 1.3 EZi (A) -- WELL TAKEN CARE --,2009,Perodua,Myvi,https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-ezi-a-well-taken-care/4014160,Automatic,88000,"RM 24,800"
2012 Perodua Myvi 1.3 EZ Hatchback (A),2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-3-ez-hatchback-a/4013847,Automatic,50000,"RM 36,000"
2010 Perodua Myvi 1.3 EZ Hatchback (A) USED CAR,2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-ez-hatchback-a-used-car/4014082,Automatic,72500,"RM 22,000"
2006 Perodua Myvi 1.3 EZ Hatchback (A) USED CAR,2006,Perodua,Myvi,https://www.carlist.my/used-cars/2006-perodua-myvi-1-3-ez-hatchback-a-used-car/4013630,Automatic,112500,"RM 17,000"
2010 Perodua Myvi 1.3 Hatchback (A) USED CAR,2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-hatchback-a-used-car/4013615,Automatic,72500,"RM 25,000"
2012 Perodua Myvi 1.5 SE Hatchback (A) USED CAR,2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-5-se-hatchback-a-used-car/4013558,Automatic,52500,"RM 34,000"
2007 Perodua Myvi 1.3 Hatchback (M) USED CAR,2007,Perodua,Myvi,https://www.carlist.my/used-cars/2007-perodua-myvi-1-3-hatchback-m-used-car/4013544,Manual,102500,"RM 17,000"
2009 Perodua Myvi 1.3 EZi Hatchback (A) USED CAR,2009,Perodua,Myvi,https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-ezi-hatchback-a-used-car/4013612,Automatic,82500,"RM 21,000"
2009 Perodua Myvi 1.3 EZi Hatchback (A) USED CAR,2009,Perodua,Myvi,https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-ezi-hatchback-a-used-car/4013609,Automatic,82500,"RM 21,000"
2012 Perodua Myvi 1.3 EZ Hatchback (A) USED CAR,2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-3-ez-hatchback-a-used-car/4013560,Automatic,52500,"RM 30,000"
2012 Perodua Myvi 1.5 SE Hatchback (A) USED CAR,2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-5-se-hatchback-a-used-car/4013559,Automatic,52500,"RM 34,000"
2006 Perodua Myvi 1.3 EZi Hatchback (A) USED CAR,2006,Perodua,Myvi,https://www.carlist.my/used-cars/2006-perodua-myvi-1-3-ezi-hatchback-a-used-car/4013550,Automatic,112500,"RM 17,000"
2007 Perodua Myvi 1.3 Hatchback (M) USED CAR,2007,Perodua,Myvi,https://www.carlist.my/used-cars/2007-perodua-myvi-1-3-hatchback-m-used-car/4013545,Manual,102500,"RM 17,000"
Perodua MyVi 1.3 (A) 2011,2011,Perodua,Myvi,https://www.carlist.my/used-cars/perodua-myvi-1-3-a-2011/4013070,Automatic,97500,"RM 25,000"
Perodua MyVi 1.3 EZI (A) 2008,2008,Perodua,Myvi,https://www.carlist.my/used-cars/perodua-myvi-1-3-ezi-a-2008/4012915,Automatic,177500,"RM 20,500"
2017 Perodua Myvi 1.5 SE Hatchback (A),2017,Perodua,Myvi,https://www.carlist.my/new-cars/2017-perodua-myvi-1-5-se-hatchback-a/4012236,Automatic,0,"RM 53,368"
"2011 Perodua Myvi 1.3 EZi Hatchback ,90% like new car , promotion",2011,Perodua,Myvi,https://www.carlist.my/used-cars/2011-perodua-myvi-1-3-ezi-hatchback-90-like-new-car-promotion/3697631,Automatic,52500,"RM 19,800"
2015 Perodua Myvi 1.5 Advance Hatchback (A),2015,Perodua,Myvi,https://www.carlist.my/used-cars/2015-perodua-myvi-1-5-advance-hatchback-a/4010101,Automatic,23000,"RM 43,888"
2013 Perodua Myvi 1.3 SE (A) -- WELL MAINTAINED --,2013,Perodua,Myvi,https://www.carlist.my/used-cars/2013-perodua-myvi-1-3-se-a-well-maintained/3678229,Automatic,40000,"RM 32,000"
2008 Perodua Myvi 1.3 EZi (A) -- TIP TOP CONDITION --,2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-ezi-a-tip-top-condition/3678228,Automatic,100000,"RM 21,000"
2009 Perodua Myvi 1.3 EZi (A),2009,Perodua,Myvi,https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-ezi-a/3502529,Automatic,70000,"RM 22,000"
2005 Perodua Myvi 1.3 EZi (A) -- SEE TO BELIEVE --,2005,Perodua,Myvi,https://www.carlist.my/used-cars/2005-perodua-myvi-1-3-ezi-a-see-to-believe/4009915,Automatic,150000,"RM 17,000"
2008 Perodua Myvi 1.3 EZ Hatchback (A),2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-ez-hatchback-a/4009245,Automatic,80000,"RM 20,800"
2008 Perodua Myvi 1.3 EZ Hatchback (A),2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-ez-hatchback-a/4009247,Automatic,80000,"RM 20,800"
2010 Perodua Myvi 1.3 EZi Hatchback (A),2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-ezi-hatchback-a/4008538,Automatic,60000,"RM 26,800"
2010 Perodua Myvi 1.3 EZi Hatchback (A),2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-ezi-hatchback-a/4008540,Automatic,60000,"RM 26,800"
2014 Perodua Myvi 1.3 SE Hatchback (A),2014,Perodua,Myvi,https://www.carlist.my/used-cars/2014-perodua-myvi-1-3-se-hatchback-a/4006276,Automatic,36000,"RM 32,800"
2012 Perodua Myvi 1.5 SE Hatchback (A),2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-5-se-hatchback-a/4006155,Automatic,50000,"RM 39,000"
2007 Perodua Myvi 1.3 (A),2007,Perodua,Myvi,https://www.carlist.my/used-cars/2007-perodua-myvi-1-3-a/4004726,Automatic,80000,"RM 22,800"
2009 Perodua Myvi 1.3 EZ Hatchback,2009,Perodua,Myvi,https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-ez-hatchback/4004882,Automatic,70000,"RM 23,800"
2006 Perodua Myvi 1.3 (A),2006,Perodua,Myvi,https://www.carlist.my/used-cars/2006-perodua-myvi-1-3-a/4004753,Automatic,90000,"RM 15,800"
2010 Perodua Myvi 1.3 EZ Hatchback,2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-ez-hatchback/4004881,Automatic,60000,"RM 24,800"
2006 Perodua Myvi 1.3 (A),2006,Perodua,Myvi,https://www.carlist.my/used-cars/2006-perodua-myvi-1-3-a/4004754,Automatic,90000,"RM 15,800"
2007 Perodua Myvi 1.3 (A),2007,Perodua,Myvi,https://www.carlist.my/used-cars/2007-perodua-myvi-1-3-a/4004724,Automatic,80000,"RM 22,800"
2012 Perodua Myvi 1.3 (A),2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-3-a/4004118,Automatic,50000,"RM 31,800"
2012 Perodua Myvi 1.3 EZi (A),2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-3-ezi-a/4004117,Automatic,50000,"RM 32,800"
2013 Perodua Myvi 1.5 SE Hatchback (a),2013,Perodua,Myvi,https://www.carlist.my/used-cars/2013-perodua-myvi-1-5-se-hatchback-a/4003852,Automatic,40000,"RM 36,800"
2006 Perodua Myvi 1.3 EZ Hatchback (a),2006,Perodua,Myvi,https://www.carlist.my/used-cars/2006-perodua-myvi-1-3-ez-hatchback-a/4003846,Automatic,90000,"RM 17,800"
2012 Perodua Myvi 1.3 EZi (A),2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-3-ezi-a/4004116,Automatic,50000,"RM 32,800"
2012 Perodua Myvi 1.3 (A),2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-3-a/4004119,Automatic,50000,"RM 31,800"
2009 Perodua Myvi 1.3 EZi Hatchback (a),2009,Perodua,Myvi,https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-ezi-hatchback-a/4003850,Automatic,80000,"RM 22,800"
2008 Perodua Myvi 1.3 EZ Hatchback (A),2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-ez-hatchback-a/4002236,Automatic,165000,"RM 19,800"
2009 Perodua Myvi 1.3 EZ Hatchback (A),2009,Perodua,Myvi,https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-ez-hatchback-a/4002234,Automatic,93000,"RM 19,800"
2013 Perodua Myvi 1.3 SE Hatchback (A),2013,Perodua,Myvi,https://www.carlist.my/used-cars/2013-perodua-myvi-1-3-se-hatchback-a/4002229,Automatic,52000,"RM 32,800"
2010 Perodua Myvi 1.3 SE Hatchback,2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-se-hatchback/3999653,Automatic,74000,"RM 26,800"
2010 Perodua Myvi 1.3 EZ Hatchback -- BEST DEAL --,2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-ez-hatchback-best-deal/4001815,Automatic,72500,"RM 18,800"
2009 Perodua Myvi 1.3 EZi Hatchback -- WELL MAINTAINED --,2009,Perodua,Myvi,https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-ezi-hatchback-well-maintained/4001771,Automatic,82500,"RM 25,800"
2013 Perodua Myvi 1.3 SE Hatchback,2013,Perodua,Myvi,https://www.carlist.my/used-cars/2013-perodua-myvi-1-3-se-hatchback/4000793,Automatic,40000,"RM 31,000"
2010 Perodua Myvi 1.3 EZ Hatchback -- BEST DEAL --,2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-ez-hatchback-best-deal/4001814,Automatic,72500,"RM 18,800"
2007 Perodua Myvi 1.3 EZi Hatchback -- WELL MAINTAINED --,2007,Perodua,Myvi,https://www.carlist.my/used-cars/2007-perodua-myvi-1-3-ezi-hatchback-well-maintained/4001810,Automatic,102500,"RM 18,800"
2009 Perodua Myvi 1.3 EZi Hatchback -- WELL MAINTAINED --,2009,Perodua,Myvi,https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-ezi-hatchback-well-maintained/4001769,Automatic,82500,"RM 25,800"
2007 Perodua Myvi 1.3 EZi Hatchback -- WELL MAINTAINED --,2007,Perodua,Myvi,https://www.carlist.my/used-cars/2007-perodua-myvi-1-3-ezi-hatchback-well-maintained/4001809,Automatic,102500,"RM 18,800"
2010 Perodua Myvi 1.3 SE Hatchback,2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-se-hatchback/3999651,Automatic,74000,"RM 26,800"
PERODUA MYVI 1.0 (M) SPORT STYLE CONDITION JUST DRIVE,2005,Perodua,Myvi,https://www.carlist.my/used-cars/perodua-myvi-1-0-m-sport-style-condition-just-drive/3943268,Manual,97500,"RM 10,800"
2013 Perodua Myvi 1.3 SE Hatchback,2013,Perodua,Myvi,https://www.carlist.my/used-cars/2013-perodua-myvi-1-3-se-hatchback/4000792,Automatic,40000,"RM 34,000"
2012 Perodua Myvi 1.5 SE Hatchback ptptn lulus,2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-5-se-hatchback-ptptn-lulus/3988099,Automatic,72500,"RM 29,900"
2012 Perodua Myvi 1.3 EZ Hatchback (A) USED CAR,2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-3-ez-hatchback-a-used-car/4000059,Automatic,52500,"RM 27,800"
2007 Perodua Myvi 1.3 EZi Hatchback (A),2007,Perodua,Myvi,https://www.carlist.my/used-cars/2007-perodua-myvi-1-3-ezi-hatchback-a/3999933,Automatic,100000,"RM 19,500"
2012 Perodua Myvi 1.3 EZi Hatchback (A),2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-3-ezi-hatchback-a/3999938,Automatic,50000,"RM 32,000"
2015 Perodua Myvi 1.5 SE Hatchback (A),2015,Perodua,Myvi,https://www.carlist.my/used-cars/2015-perodua-myvi-1-5-se-hatchback-a/3999981,Automatic,20000,"RM 44,500"
2012 Perodua Myvi 1.3 EZ Hatchback (A) USED CAR,2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-3-ez-hatchback-a-used-car/4000055,Automatic,52500,"RM 27,800"
2011 Perodua Myvi 1.3 EZi Hatchback (A),2011,Perodua,Myvi,https://www.carlist.my/used-cars/2011-perodua-myvi-1-3-ezi-hatchback-a/3999937,Automatic,60000,"RM 30,000"
2009 Perodua Myvi 1.3 EZi Hatchback (A),2009,Perodua,Myvi,https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-ezi-hatchback-a/3999830,Automatic,80000,"RM 24,500"
2011 Perodua Myvi 1.5 SE Hatchback (A) USED CAR,2011,Perodua,Myvi,https://www.carlist.my/used-cars/2011-perodua-myvi-1-5-se-hatchback-a-used-car/4000033,Automatic,62500,"RM 31,800"
2011 Perodua Myvi 1.5 SE Hatchback (A) USED CAR,2011,Perodua,Myvi,https://www.carlist.my/used-cars/2011-perodua-myvi-1-5-se-hatchback-a-used-car/4000034,Automatic,62500,"RM 31,800"
2015 Perodua Myvi 1.5 SE Hatchback (A),2015,Perodua,Myvi,https://www.carlist.my/used-cars/2015-perodua-myvi-1-5-se-hatchback-a/3999980,Automatic,20000,"RM 44,500"
2011 Perodua Myvi 1.3 EZi Hatchback (A),2011,Perodua,Myvi,https://www.carlist.my/used-cars/2011-perodua-myvi-1-3-ezi-hatchback-a/3999936,Automatic,60000,"RM 30,000"
2014 Perodua Myvi 1.3 SE Hatchback (A),2014,Perodua,Myvi,https://www.carlist.my/used-cars/2014-perodua-myvi-1-3-se-hatchback-a/3999902,Automatic,30000,"RM 36,000"
2012 Perodua Myvi 1.3 EZi Hatchback (A),2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-3-ezi-hatchback-a/3999939,Automatic,50000,"RM 32,000"
2007 Perodua Myvi 1.3 EZi Hatchback (A),2007,Perodua,Myvi,https://www.carlist.my/used-cars/2007-perodua-myvi-1-3-ezi-hatchback-a/3999935,Automatic,100000,"RM 19,500"
2014 Perodua Myvi 1.3 SE Hatchback (A),2014,Perodua,Myvi,https://www.carlist.my/used-cars/2014-perodua-myvi-1-3-se-hatchback-a/3999900,Automatic,30000,"RM 36,000"
2009 Perodua Myvi 1.3 EZi Hatchback (A),2009,Perodua,Myvi,https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-ezi-hatchback-a/3999829,Automatic,80000,"RM 24,500"
2009 Perodua Myvi 1.3 EZ Hatchback,2009,Perodua,Myvi,https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-ez-hatchback/3997975,Automatic,86000,"RM 30,800"
2013 Perodua Myvi 1.5 SE Hatchback (A),2013,Perodua,Myvi,https://www.carlist.my/used-cars/2013-perodua-myvi-1-5-se-hatchback-a/3998291,Automatic,40000,"RM 46,800"
2006 Perodua Myvi 1.3 EZi Hatchback (a),2006,Perodua,Myvi,https://www.carlist.my/used-cars/2006-perodua-myvi-1-3-ezi-hatchback-a/3998314,Automatic,120000,"RM 26,800"
2013 Perodua Myvi 1.5 SE Hatchback (A),2013,Perodua,Myvi,https://www.carlist.my/used-cars/2013-perodua-myvi-1-5-se-hatchback-a/3998292,Automatic,40000,"RM 46,800"
2008 Perodua Myvi 1.3 EZ Hatchback (A),2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-ez-hatchback-a/3997859,Automatic,98000,"RM 23,800"
2013 Perodua Myvi 1.5 Extreme Hatchback (A),2013,Perodua,Myvi,https://www.carlist.my/used-cars/2013-perodua-myvi-1-5-extreme-hatchback-a/3997849,Automatic,48000,"RM 43,800"
2008 Perodua Myvi 1.3 EZi Hatchback (A),2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-ezi-hatchback-a/3997506,Automatic,24000,"RM 21,000"
2011 Perodua Myvi 1.3 EZi Hatchback (A),2011,Perodua,Myvi,https://www.carlist.my/used-cars/2011-perodua-myvi-1-3-ezi-hatchback-a/3997553,Automatic,30000,"RM 28,000"
2009 Perodua Myvi 1.3 EZ Hatchback,2009,Perodua,Myvi,https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-ez-hatchback/3997974,Automatic,86000,"RM 33,800"
2008 Perodua Myvi 1.3 EZ Hatchback (A),2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-ez-hatchback-a/3997861,Automatic,98000,"RM 23,800"
2013 Perodua Myvi 1.5 Extreme Hatchback (A),2013,Perodua,Myvi,https://www.carlist.my/used-cars/2013-perodua-myvi-1-5-extreme-hatchback-a/3997850,Automatic,48000,"RM 43,800"
2014 Perodua Myvi 1.3 (A),2014,Perodua,Myvi,https://www.carlist.my/used-cars/2014-perodua-myvi-1-3-a/3997434,Automatic,30000,"RM 34,800"
2011 Perodua Myvi 1.3 EZi Hatchback (A),2011,Perodua,Myvi,https://www.carlist.my/used-cars/2011-perodua-myvi-1-3-ezi-hatchback-a/3997554,Automatic,30000,"RM 28,000"
2008 Perodua Myvi 1.3 EZi Hatchback (A),2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-ezi-hatchback-a/3997505,Automatic,24000,"RM 21,000"
2012 Perodua Myvi 1.5 SE (A),2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-5-se-a/3997440,Automatic,50000,"RM 39,800"
2010 Perodua Myvi 1.3 (M),2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-m/3997437,Manual,70000,"RM 21,000"
2010 Perodua Myvi 1.3 SXi Hatchback,2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-sxi-hatchback/3996962,Manual,70000,"RM 24,000"
2011 Perodua Myvi 1.3 EZ Hatchback (a),2011,Perodua,Myvi,https://www.carlist.my/used-cars/2011-perodua-myvi-1-3-ez-hatchback-a/3996804,Automatic,40000,"RM 30,800"
2011 Perodua Myvi 1.3 EZi (A),2011,Perodua,Myvi,https://www.carlist.my/used-cars/2011-perodua-myvi-1-3-ezi-a/3996670,Automatic,60000,"RM 26,500"
2008 Perodua Myvi 1.3 (A),2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-a/3997447,Automatic,90000,"RM 21,000"
2012 Perodua Myvi 1.5 SE (A),2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-5-se-a/3997441,Automatic,50000,"RM 39,800"
2010 Perodua Myvi 1.3 (M),2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-m/3997439,Manual,70000,"RM 21,000"
2014 Perodua Myvi 1.3 (A),2014,Perodua,Myvi,https://www.carlist.my/used-cars/2014-perodua-myvi-1-3-a/3997435,Automatic,30000,"RM 34,800"
2008 Perodua Myvi 1.3 SE Hatchback (a),2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-se-hatchback-a/3996805,Automatic,40000,"RM 29,800"
2012 Perodua Myvi 1.3 SX Hatchback (m),2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-3-sx-hatchback-m/3996801,Manual,50000,"RM 29,800"
2008 Perodua Myvi 1.3 SE Hatchback (a),2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-se-hatchback-a/3996806,Automatic,40000,"RM 29,800"
2012 Perodua Myvi 1.3 SX Hatchback (m),2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-3-sx-hatchback-m/3996802,Manual,50000,"RM 29,800"
2010 Perodua Myvi 1.3 SXi Hatchback,2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-sxi-hatchback/3996961,Manual,70000,"RM 24,000"
2011 Perodua Myvi 1.3 EZi (A),2011,Perodua,Myvi,https://www.carlist.my/used-cars/2011-perodua-myvi-1-3-ezi-a/3996672,Automatic,60000,"RM 26,500"
2011 Perodua Myvi 1.3 EZ Hatchback (a),2011,Perodua,Myvi,https://www.carlist.my/used-cars/2011-perodua-myvi-1-3-ez-hatchback-a/3996803,Automatic,40000,"RM 30,800"
2012 Perodua Myvi 1.3 Hatchback (M) USED CAR,2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-3-hatchback-m-used-car/3996202,Manual,52500,"RM 25,800"
2011 Perodua Myvi 1.3 EZi (A),2011,Perodua,Myvi,https://www.carlist.my/used-cars/2011-perodua-myvi-1-3-ezi-a/3995812,Automatic,60000,"RM 25,800"
2009 Perodua Myvi 1.3 EZ Hatchback (A),2009,Perodua,Myvi,https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-ez-hatchback-a/3995774,Automatic,80000,"RM 28,888"
2008 Perodua Myvi 1.3 SE Hatchback -- WELL MAINTAINED --,2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-se-hatchback-well-maintained/3995691,Automatic,97500,"RM 36,888"
2009 Perodua Myvi 1.3 EZ Hatchback (A),2009,Perodua,Myvi,https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-ez-hatchback-a/3995775,Automatic,80000,"RM 28,888"
2013 Perodua Myvi 1.5 SE Hatchback (A),2013,Perodua,Myvi,https://www.carlist.my/used-cars/2013-perodua-myvi-1-5-se-hatchback-a/3995777,Automatic,40000,"RM 39,888"
2010 Perodua Myvi 1.3 SE (A),2010,Perodua,Myvi,https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-se-a/3995818,Automatic,70000,"RM 26,800"
2008 Perodua Myvi 1.3 SE Hatchback -- WELL MAINTAINED --,2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-se-hatchback-well-maintained/3995690,Automatic,97500,"RM 36,888"
2008 Perodua Myvi 1.3 (M),2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-m/3995816,Manual,90000,"RM 16,800"
2013 Perodua Myvi 1.5 SE Hatchback (A),2013,Perodua,Myvi,https://www.carlist.my/used-cars/2013-perodua-myvi-1-5-se-hatchback-a/3995776,Automatic,40000,"RM 39,888"
2017 Perodua Myvi 1.5 Advance Hatchback - SPECIAL REBATE FOR AUGUST 2017,2017,Perodua,Myvi,https://www.carlist.my/new-cars/2017-perodua-myvi-1-5-advance-hatchback-special-rebate-for-august-2017/3995359,Automatic,1,"RM 52,569"
2011 Perodua Myvi 1.3 EZi Hatchback (a),2011,Perodua,Myvi,https://www.carlist.my/used-cars/2011-perodua-myvi-1-3-ezi-hatchback-a/3992000,Automatic,60000,"RM 31,800"
2012 Perodua Myvi 1.5 SE Hatchback (a),2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-5-se-hatchback-a/3991973,Automatic,50000,"RM 35,800"
2011 Perodua Myvi 1.3 EZi Hatchback (a),2011,Perodua,Myvi,https://www.carlist.my/used-cars/2011-perodua-myvi-1-3-ezi-hatchback-a/3991999,Automatic,60000,"RM 31,800"
2012 Perodua Myvi 1.5 SE Hatchback (a),2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-5-se-hatchback-a/3991971,Automatic,50000,"RM 35,800"
2008 Perodua Myvi 1.3 SE Hatchback (a),2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-se-hatchback-a/3991957,Automatic,90000,"RM 21,800"
2008 Perodua Myvi 1.3 SE Hatchback (a),2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-se-hatchback-a/3991956,Automatic,90000,"RM 21,800"
2014 Perodua Myvi 1.3 EZI (A),2014,Perodua,Myvi,https://www.carlist.my/used-cars/2014-perodua-myvi-1-3-ezi-a/3991966,Automatic,120000,"RM 35,800"
2012 Perodua Myvi 1.5 SE Hatchback (m),2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-5-se-hatchback-m/3991954,Manual,40000,"RM 32,800"
"2011 Perodua Myvi 1.3 SE Hatchback ,YEAR MAKE 2011, JAPANESS OWNER 95% NEW ,LIMITED EDITION",2011,Perodua,Myvi,https://www.carlist.my/used-cars/2011-perodua-myvi-1-3-se-hatchback-year-make-2011-japaness-owner-95-new-limited-edition/3962045,Automatic,32500,"RM 21,800"
2014 Perodua Myvi 1.3 EZI (A),2014,Perodua,Myvi,https://www.carlist.my/used-cars/2014-perodua-myvi-1-3-ezi-a/3991967,Automatic,120000,"RM 35,800"
2012 Perodua Myvi 1.5 SE Hatchback (m),2012,Perodua,Myvi,https://www.carlist.my/used-cars/2012-perodua-myvi-1-5-se-hatchback-m/3991955,Manual,40000,"RM 32,800"
2017 Perodua Myvi 1.5 Advance Hatchback (A) NEW CAR,2017,Perodua,Myvi,https://www.carlist.my/new-cars/2017-perodua-myvi-1-5-advance-hatchback-a-new-car/3991234,Automatic,0,"RM 56,578"
2015 Perodua Myvi 1.3 G (A),2015,Perodua,Myvi,https://www.carlist.my/used-cars/2015-perodua-myvi-1-3-g-a/3991120,Automatic,20000,"RM 37,800"
2008 Perodua Myvi 1.3 EZi Hatchback,2008,Perodua,Myvi,https://www.carlist.my/used-cars/2008-perodua-myvi-1-3-ezi-hatchback/3991507,Automatic,90000,"RM 19,999"
2017 Perodua Myvi 1.5 Advance Hatchback (A) NEW CAR,2017,Perodua,Myvi,https://www.carlist.my/new-cars/2017-perodua-myvi-1-5-advance-hatchback-a-new-car/3991235,Automatic,0,"RM 56,578"
